ORF	contig	bin
Ga0196617_100010163	Ga0196617_100010	TISS1
Ga0196617_100010164	Ga0196617_100010	TISS1
Ga0196617_100010165	Ga0196617_100010	TISS1
Ga0196617_100010166	Ga0196617_100010	TISS1
Ga0196617_100010167	Ga0196617_100010	TISS1
Ga0196617_100010168	Ga0196617_100010	TISS1
Ga0196617_100010169	Ga0196617_100010	TISS1
Ga0196617_100010170	Ga0196617_100010	TISS1
Ga0196617_100010171	Ga0196617_100010	TISS1
Ga0196617_100010172	Ga0196617_100010	TISS1
Ga0196617_100010173	Ga0196617_100010	TISS1
Ga0196617_100010174	Ga0196617_100010	TISS1
Ga0196617_100010175	Ga0196617_100010	TISS1
Ga0196617_100010176	Ga0196617_100010	TISS1
Ga0196617_100010177	Ga0196617_100010	TISS1
Ga0196617_100010178	Ga0196617_100010	TISS1
Ga0196617_100010179	Ga0196617_100010	TISS1
Ga0196617_100010180	Ga0196617_100010	TISS1
Ga0196617_100010181	Ga0196617_100010	TISS1
Ga0196617_100010182	Ga0196617_100010	TISS1
Ga0196617_100010183	Ga0196617_100010	TISS1
Ga0196617_100010184	Ga0196617_100010	TISS1
Ga0196617_100010185	Ga0196617_100010	TISS1
Ga0196617_100010186	Ga0196617_100010	TISS1
Ga0196617_100010187	Ga0196617_100010	TISS1
Ga0196617_100010188	Ga0196617_100010	TISS1
Ga0196617_100010189	Ga0196617_100010	TISS1
Ga0196617_100010190	Ga0196617_100010	TISS1
Ga0196617_100010191	Ga0196617_100010	TISS1
Ga0196617_100010192	Ga0196617_100010	TISS1
Ga0196617_100010193	Ga0196617_100010	TISS1
Ga0196617_100010194	Ga0196617_100010	TISS1
Ga0196617_100010195	Ga0196617_100010	TISS1
Ga0196617_100010196	Ga0196617_100010	TISS1
Ga0196617_100010197	Ga0196617_100010	TISS1
Ga0196617_100010198	Ga0196617_100010	TISS1
Ga0196617_100010199	Ga0196617_100010	TISS1
Ga0196617_100010200	Ga0196617_100010	TISS1
Ga0196617_100010201	Ga0196617_100010	TISS1
Ga0196617_100010202	Ga0196617_100010	TISS1
Ga0196617_100010203	Ga0196617_100010	TISS1
Ga0196617_100010204	Ga0196617_100010	TISS1
Ga0196617_100010205	Ga0196617_100010	TISS1
Ga0196617_100010206	Ga0196617_100010	TISS1
Ga0196617_100010207	Ga0196617_100010	TISS1
Ga0196617_100010208	Ga0196617_100010	TISS1
Ga0196617_100010209	Ga0196617_100010	TISS1
Ga0196617_100010210	Ga0196617_100010	TISS1
Ga0196617_100010211	Ga0196617_100010	TISS1
Ga0196617_100010212	Ga0196617_100010	TISS1
Ga0196617_100010213	Ga0196617_100010	TISS1
Ga0196617_100010214	Ga0196617_100010	TISS1
Ga0196617_100010215	Ga0196617_100010	TISS1
Ga0196617_100010216	Ga0196617_100010	TISS1
Ga0196617_100010217	Ga0196617_100010	TISS1
Ga0196617_100010218	Ga0196617_100010	TISS1
Ga0196617_100010219	Ga0196617_100010	TISS1
Ga0196617_100010220	Ga0196617_100010	TISS1
Ga0196617_100010221	Ga0196617_100010	TISS1
Ga0196617_100010222	Ga0196617_100010	TISS1
Ga0196617_100010223	Ga0196617_100010	TISS1
Ga0196617_100010224	Ga0196617_100010	TISS1
Ga0196617_100010225	Ga0196617_100010	TISS1
Ga0196617_100010226	Ga0196617_100010	TISS1
Ga0196617_100010227	Ga0196617_100010	TISS1
Ga0196617_100010228	Ga0196617_100010	TISS1
Ga0196617_100010229	Ga0196617_100010	TISS1
Ga0196617_100010230	Ga0196617_100010	TISS1
Ga0196617_100010231	Ga0196617_100010	TISS1
Ga0196617_100010232	Ga0196617_100010	TISS1
Ga0196617_100010233	Ga0196617_100010	TISS1
Ga0196617_100010234	Ga0196617_100010	TISS1
Ga0196617_100010235	Ga0196617_100010	TISS1
Ga0196617_100010236	Ga0196617_100010	TISS1
Ga0196617_100010237	Ga0196617_100010	TISS1
Ga0196617_100010238	Ga0196617_100010	TISS1
Ga0196617_100010239	Ga0196617_100010	TISS1
Ga0196617_1000111	Ga0196617_100011	CLOS1
Ga0196617_1000112	Ga0196617_100011	CLOS1
Ga0196617_1000113	Ga0196617_100011	CLOS1
Ga0196617_1000114	Ga0196617_100011	CLOS1
Ga0196617_1000115	Ga0196617_100011	CLOS1
Ga0196617_1000116	Ga0196617_100011	CLOS1
Ga0196617_1000117	Ga0196617_100011	CLOS1
Ga0196617_1000118	Ga0196617_100011	CLOS1
Ga0196617_1000119	Ga0196617_100011	CLOS1
Ga0196617_10001110	Ga0196617_100011	CLOS1
Ga0196617_10001111	Ga0196617_100011	CLOS1
Ga0196617_10001112	Ga0196617_100011	CLOS1
Ga0196617_10001113	Ga0196617_100011	CLOS1
Ga0196617_10001114	Ga0196617_100011	CLOS1
Ga0196617_10001115	Ga0196617_100011	CLOS1
Ga0196617_10001116	Ga0196617_100011	CLOS1
Ga0196617_10001117	Ga0196617_100011	CLOS1
Ga0196617_10001118	Ga0196617_100011	CLOS1
Ga0196617_10001119	Ga0196617_100011	CLOS1
Ga0196617_10001120	Ga0196617_100011	CLOS1
Ga0196617_10001121	Ga0196617_100011	CLOS1
Ga0196617_10001122	Ga0196617_100011	CLOS1
Ga0196617_10001123	Ga0196617_100011	CLOS1
Ga0196617_10001124	Ga0196617_100011	CLOS1
Ga0196617_10001125	Ga0196617_100011	CLOS1
Ga0196617_10001126	Ga0196617_100011	CLOS1
Ga0196617_10001127	Ga0196617_100011	CLOS1
Ga0196617_10001128	Ga0196617_100011	CLOS1
Ga0196617_10001129	Ga0196617_100011	CLOS1
Ga0196617_10001130	Ga0196617_100011	CLOS1
Ga0196617_10001131	Ga0196617_100011	CLOS1
Ga0196617_10001132	Ga0196617_100011	CLOS1
Ga0196617_10001133	Ga0196617_100011	CLOS1
Ga0196617_10001134	Ga0196617_100011	CLOS1
Ga0196617_10001135	Ga0196617_100011	CLOS1
Ga0196617_10001136	Ga0196617_100011	CLOS1
Ga0196617_10001137	Ga0196617_100011	CLOS1
Ga0196617_10001138	Ga0196617_100011	CLOS1
Ga0196617_10001139	Ga0196617_100011	CLOS1
Ga0196617_10001140	Ga0196617_100011	CLOS1
Ga0196617_10001141	Ga0196617_100011	CLOS1
Ga0196617_10001142	Ga0196617_100011	CLOS1
Ga0196617_10001143	Ga0196617_100011	CLOS1
Ga0196617_10001144	Ga0196617_100011	CLOS1
Ga0196617_10001145	Ga0196617_100011	CLOS1
Ga0196617_10001146	Ga0196617_100011	CLOS1
Ga0196617_10001147	Ga0196617_100011	CLOS1
Ga0196617_10001148	Ga0196617_100011	CLOS1
Ga0196617_10001149	Ga0196617_100011	CLOS1
Ga0196617_10001150	Ga0196617_100011	CLOS1
Ga0196617_10001151	Ga0196617_100011	CLOS1
Ga0196617_10001152	Ga0196617_100011	CLOS1
Ga0196617_10001153	Ga0196617_100011	CLOS1
Ga0196617_10001154	Ga0196617_100011	CLOS1
Ga0196617_10001155	Ga0196617_100011	CLOS1
Ga0196617_10001156	Ga0196617_100011	CLOS1
Ga0196617_10001157	Ga0196617_100011	CLOS1
Ga0196617_10001158	Ga0196617_100011	CLOS1
Ga0196617_10001159	Ga0196617_100011	CLOS1
Ga0196617_10001160	Ga0196617_100011	CLOS1
Ga0196617_10001161	Ga0196617_100011	CLOS1
Ga0196617_10001162	Ga0196617_100011	CLOS1
Ga0196617_10001163	Ga0196617_100011	CLOS1
Ga0196617_10001164	Ga0196617_100011	CLOS1
Ga0196617_10001165	Ga0196617_100011	CLOS1
Ga0196617_10001166	Ga0196617_100011	CLOS1
Ga0196617_10001167	Ga0196617_100011	CLOS1
Ga0196617_10001168	Ga0196617_100011	CLOS1
Ga0196617_10001169	Ga0196617_100011	CLOS1
Ga0196617_10001170	Ga0196617_100011	CLOS1
Ga0196617_10001171	Ga0196617_100011	CLOS1
Ga0196617_10001172	Ga0196617_100011	CLOS1
Ga0196617_10001173	Ga0196617_100011	CLOS1
Ga0196617_10001174	Ga0196617_100011	CLOS1
Ga0196617_10001175	Ga0196617_100011	CLOS1
Ga0196617_10001176	Ga0196617_100011	CLOS1
Ga0196617_10001177	Ga0196617_100011	CLOS1
Ga0196617_10001178	Ga0196617_100011	CLOS1
Ga0196617_10001179	Ga0196617_100011	CLOS1
Ga0196617_10001180	Ga0196617_100011	CLOS1
Ga0196617_10001181	Ga0196617_100011	CLOS1
Ga0196617_10001182	Ga0196617_100011	CLOS1
Ga0196617_10001183	Ga0196617_100011	CLOS1
Ga0196617_10001184	Ga0196617_100011	CLOS1
Ga0196617_10001185	Ga0196617_100011	CLOS1
Ga0196617_10001186	Ga0196617_100011	CLOS1
Ga0196617_10001187	Ga0196617_100011	CLOS1
Ga0196617_10001188	Ga0196617_100011	CLOS1
Ga0196617_10001189	Ga0196617_100011	CLOS1
Ga0196617_10001190	Ga0196617_100011	CLOS1
Ga0196617_10001191	Ga0196617_100011	CLOS1
Ga0196617_10001192	Ga0196617_100011	CLOS1
Ga0196617_10001193	Ga0196617_100011	CLOS1
Ga0196617_10001194	Ga0196617_100011	CLOS1
Ga0196617_10001195	Ga0196617_100011	CLOS1
Ga0196617_10001196	Ga0196617_100011	CLOS1
Ga0196617_10001197	Ga0196617_100011	CLOS1
Ga0196617_10001198	Ga0196617_100011	CLOS1
Ga0196617_10001199	Ga0196617_100011	CLOS1
Ga0196617_100011100	Ga0196617_100011	CLOS1
Ga0196617_100011101	Ga0196617_100011	CLOS1
Ga0196617_100011102	Ga0196617_100011	CLOS1
Ga0196617_100011103	Ga0196617_100011	CLOS1
Ga0196617_100011104	Ga0196617_100011	CLOS1
Ga0196617_100011105	Ga0196617_100011	CLOS1
Ga0196617_100011106	Ga0196617_100011	CLOS1
Ga0196617_100011107	Ga0196617_100011	CLOS1
Ga0196617_100011108	Ga0196617_100011	CLOS1
Ga0196617_100011109	Ga0196617_100011	CLOS1
Ga0196617_100011110	Ga0196617_100011	CLOS1
Ga0196617_100011111	Ga0196617_100011	CLOS1
Ga0196617_100011112	Ga0196617_100011	CLOS1
Ga0196617_100011113	Ga0196617_100011	CLOS1
Ga0196617_100011114	Ga0196617_100011	CLOS1
Ga0196617_100011115	Ga0196617_100011	CLOS1
Ga0196617_100011116	Ga0196617_100011	CLOS1
Ga0196617_100011117	Ga0196617_100011	CLOS1
Ga0196617_100011118	Ga0196617_100011	CLOS1
Ga0196617_100011119	Ga0196617_100011	CLOS1
Ga0196617_100011120	Ga0196617_100011	CLOS1
Ga0196617_100011121	Ga0196617_100011	CLOS1
Ga0196617_100011122	Ga0196617_100011	CLOS1
Ga0196617_100011123	Ga0196617_100011	CLOS1
Ga0196617_100011124	Ga0196617_100011	CLOS1
Ga0196617_100011125	Ga0196617_100011	CLOS1
Ga0196617_100011126	Ga0196617_100011	CLOS1
Ga0196617_100011127	Ga0196617_100011	CLOS1
Ga0196617_100011128	Ga0196617_100011	CLOS1
Ga0196617_100011129	Ga0196617_100011	CLOS1
Ga0196617_100011130	Ga0196617_100011	CLOS1
Ga0196617_100011131	Ga0196617_100011	CLOS1
Ga0196617_100011132	Ga0196617_100011	CLOS1
Ga0196617_100011133	Ga0196617_100011	CLOS1
Ga0196617_100011134	Ga0196617_100011	CLOS1
Ga0196617_100011135	Ga0196617_100011	CLOS1
Ga0196617_100011136	Ga0196617_100011	CLOS1
Ga0196617_100011137	Ga0196617_100011	CLOS1
Ga0196617_100011138	Ga0196617_100011	CLOS1
Ga0196617_100011139	Ga0196617_100011	CLOS1
Ga0196617_100011140	Ga0196617_100011	CLOS1
Ga0196617_100011141	Ga0196617_100011	CLOS1
Ga0196617_100011142	Ga0196617_100011	CLOS1
Ga0196617_100011143	Ga0196617_100011	CLOS1
Ga0196617_100011144	Ga0196617_100011	CLOS1
Ga0196617_100011145	Ga0196617_100011	CLOS1
Ga0196617_100011146	Ga0196617_100011	CLOS1
Ga0196617_100011147	Ga0196617_100011	CLOS1
Ga0196617_100011148	Ga0196617_100011	CLOS1
Ga0196617_100011149	Ga0196617_100011	CLOS1
Ga0196617_100011150	Ga0196617_100011	CLOS1
Ga0196617_100011151	Ga0196617_100011	CLOS1
Ga0196617_100011152	Ga0196617_100011	CLOS1
Ga0196617_100011153	Ga0196617_100011	CLOS1
Ga0196617_100011154	Ga0196617_100011	CLOS1
Ga0196617_100011155	Ga0196617_100011	CLOS1
Ga0196617_100011156	Ga0196617_100011	CLOS1
Ga0196617_100011157	Ga0196617_100011	CLOS1
Ga0196617_100011158	Ga0196617_100011	CLOS1
Ga0196617_100011159	Ga0196617_100011	CLOS1
Ga0196617_100011160	Ga0196617_100011	CLOS1
Ga0196617_100011161	Ga0196617_100011	CLOS1
Ga0196617_100011162	Ga0196617_100011	CLOS1
Ga0196617_100011163	Ga0196617_100011	CLOS1
Ga0196617_100011164	Ga0196617_100011	CLOS1
Ga0196617_100011165	Ga0196617_100011	CLOS1
Ga0196617_100011166	Ga0196617_100011	CLOS1
Ga0196617_100011167	Ga0196617_100011	CLOS1
Ga0196617_100011168	Ga0196617_100011	CLOS1
Ga0196617_100011169	Ga0196617_100011	CLOS1
Ga0196617_100011170	Ga0196617_100011	CLOS1
Ga0196617_100011171	Ga0196617_100011	CLOS1
Ga0196617_100011172	Ga0196617_100011	CLOS1
Ga0196617_100011173	Ga0196617_100011	CLOS1
Ga0196617_100011174	Ga0196617_100011	CLOS1
Ga0196617_100011175	Ga0196617_100011	CLOS1
Ga0196617_100011176	Ga0196617_100011	CLOS1
Ga0196617_100011177	Ga0196617_100011	CLOS1
Ga0196617_100011178	Ga0196617_100011	CLOS1
Ga0196617_100011179	Ga0196617_100011	CLOS1
Ga0196617_100011180	Ga0196617_100011	CLOS1
Ga0196617_100011181	Ga0196617_100011	CLOS1
Ga0196617_100011182	Ga0196617_100011	CLOS1
Ga0196617_100011183	Ga0196617_100011	CLOS1
Ga0196617_100011184	Ga0196617_100011	CLOS1
Ga0196617_100011185	Ga0196617_100011	CLOS1
Ga0196617_100011186	Ga0196617_100011	CLOS1
Ga0196617_100011187	Ga0196617_100011	CLOS1
Ga0196617_100011188	Ga0196617_100011	CLOS1
Ga0196617_100011189	Ga0196617_100011	CLOS1
Ga0196617_100011190	Ga0196617_100011	CLOS1
Ga0196617_100011191	Ga0196617_100011	CLOS1
Ga0196617_100011192	Ga0196617_100011	CLOS1
Ga0196617_100011193	Ga0196617_100011	CLOS1
Ga0196617_100011194	Ga0196617_100011	CLOS1
Ga0196617_100011195	Ga0196617_100011	CLOS1
Ga0196617_100011196	Ga0196617_100011	CLOS1
Ga0196617_100011197	Ga0196617_100011	CLOS1
Ga0196617_100011198	Ga0196617_100011	CLOS1
Ga0196617_100011199	Ga0196617_100011	CLOS1
Ga0196617_100011200	Ga0196617_100011	CLOS1
Ga0196617_100011201	Ga0196617_100011	CLOS1
Ga0196617_100011202	Ga0196617_100011	CLOS1
Ga0196617_100011203	Ga0196617_100011	CLOS1
Ga0196617_100011204	Ga0196617_100011	CLOS1
Ga0196617_1000121	Ga0196617_100012	TISS1
Ga0196617_1000122	Ga0196617_100012	TISS1
Ga0196617_1000123	Ga0196617_100012	TISS1
Ga0196617_1000124	Ga0196617_100012	TISS1
Ga0196617_1000125	Ga0196617_100012	TISS1
Ga0196617_1000126	Ga0196617_100012	TISS1
Ga0196617_1000127	Ga0196617_100012	TISS1
Ga0196617_1000128	Ga0196617_100012	TISS1
Ga0196617_1000129	Ga0196617_100012	TISS1
Ga0196617_10001210	Ga0196617_100012	TISS1
Ga0196617_10001211	Ga0196617_100012	TISS1
Ga0196617_10001212	Ga0196617_100012	TISS1
Ga0196617_10001213	Ga0196617_100012	TISS1
Ga0196617_10001214	Ga0196617_100012	TISS1
Ga0196617_10001215	Ga0196617_100012	TISS1
Ga0196617_10001216	Ga0196617_100012	TISS1
Ga0196617_10001217	Ga0196617_100012	TISS1
Ga0196617_10001218	Ga0196617_100012	TISS1
Ga0196617_10001219	Ga0196617_100012	TISS1
Ga0196617_10001220	Ga0196617_100012	TISS1
Ga0196617_10001221	Ga0196617_100012	TISS1
Ga0196617_10001222	Ga0196617_100012	TISS1
Ga0196617_10001223	Ga0196617_100012	TISS1
Ga0196617_10001224	Ga0196617_100012	TISS1
Ga0196617_10001225	Ga0196617_100012	TISS1
Ga0196617_10001226	Ga0196617_100012	TISS1
Ga0196617_10001227	Ga0196617_100012	TISS1
Ga0196617_10001228	Ga0196617_100012	TISS1
Ga0196617_10001229	Ga0196617_100012	TISS1
Ga0196617_10001230	Ga0196617_100012	TISS1
Ga0196617_10001231	Ga0196617_100012	TISS1
Ga0196617_10001232	Ga0196617_100012	TISS1
Ga0196617_10001233	Ga0196617_100012	TISS1
Ga0196617_10001234	Ga0196617_100012	TISS1
Ga0196617_10001235	Ga0196617_100012	TISS1
Ga0196617_10001236	Ga0196617_100012	TISS1
Ga0196617_10001237	Ga0196617_100012	TISS1
Ga0196617_10001238	Ga0196617_100012	TISS1
Ga0196617_10001239	Ga0196617_100012	TISS1
Ga0196617_10001240	Ga0196617_100012	TISS1
Ga0196617_10001241	Ga0196617_100012	TISS1
Ga0196617_10001242	Ga0196617_100012	TISS1
Ga0196617_10001243	Ga0196617_100012	TISS1
Ga0196617_10001244	Ga0196617_100012	TISS1
Ga0196617_10001245	Ga0196617_100012	TISS1
Ga0196617_10001246	Ga0196617_100012	TISS1
Ga0196617_10001247	Ga0196617_100012	TISS1
Ga0196617_10001248	Ga0196617_100012	TISS1
Ga0196617_10001249	Ga0196617_100012	TISS1
Ga0196617_10001250	Ga0196617_100012	TISS1
Ga0196617_10001251	Ga0196617_100012	TISS1
Ga0196617_10001252	Ga0196617_100012	TISS1
Ga0196617_10001253	Ga0196617_100012	TISS1
Ga0196617_10001254	Ga0196617_100012	TISS1
Ga0196617_10001255	Ga0196617_100012	TISS1
Ga0196617_10001256	Ga0196617_100012	TISS1
Ga0196617_10001257	Ga0196617_100012	TISS1
Ga0196617_10001258	Ga0196617_100012	TISS1
Ga0196617_10001259	Ga0196617_100012	TISS1
Ga0196617_10001260	Ga0196617_100012	TISS1
Ga0196617_10001261	Ga0196617_100012	TISS1
Ga0196617_10001262	Ga0196617_100012	TISS1
Ga0196617_10001263	Ga0196617_100012	TISS1
Ga0196617_10001264	Ga0196617_100012	TISS1
Ga0196617_10001265	Ga0196617_100012	TISS1
Ga0196617_10001266	Ga0196617_100012	TISS1
Ga0196617_10001267	Ga0196617_100012	TISS1
Ga0196617_10001268	Ga0196617_100012	TISS1
Ga0196617_10001269	Ga0196617_100012	TISS1
Ga0196617_10001270	Ga0196617_100012	TISS1
Ga0196617_10001271	Ga0196617_100012	TISS1
Ga0196617_10001272	Ga0196617_100012	TISS1
Ga0196617_10001273	Ga0196617_100012	TISS1
Ga0196617_10001274	Ga0196617_100012	TISS1
Ga0196617_10001275	Ga0196617_100012	TISS1
Ga0196617_10001276	Ga0196617_100012	TISS1
Ga0196617_10001277	Ga0196617_100012	TISS1
Ga0196617_10001278	Ga0196617_100012	TISS1
Ga0196617_10001279	Ga0196617_100012	TISS1
Ga0196617_10001280	Ga0196617_100012	TISS1
Ga0196617_10001281	Ga0196617_100012	TISS1
Ga0196617_10001282	Ga0196617_100012	TISS1
Ga0196617_10001283	Ga0196617_100012	TISS1
Ga0196617_10001284	Ga0196617_100012	TISS1
Ga0196617_10001285	Ga0196617_100012	TISS1
Ga0196617_10001286	Ga0196617_100012	TISS1
Ga0196617_10001287	Ga0196617_100012	TISS1
Ga0196617_10001288	Ga0196617_100012	TISS1
Ga0196617_10001289	Ga0196617_100012	TISS1
Ga0196617_10001290	Ga0196617_100012	TISS1
Ga0196617_10001291	Ga0196617_100012	TISS1
Ga0196617_10001292	Ga0196617_100012	TISS1
Ga0196617_10001293	Ga0196617_100012	TISS1
Ga0196617_10001294	Ga0196617_100012	TISS1
Ga0196617_10001295	Ga0196617_100012	TISS1
Ga0196617_10001296	Ga0196617_100012	TISS1
Ga0196617_10001297	Ga0196617_100012	TISS1
Ga0196617_10001298	Ga0196617_100012	TISS1
Ga0196617_10001299	Ga0196617_100012	TISS1
Ga0196617_100012100	Ga0196617_100012	TISS1
Ga0196617_100012101	Ga0196617_100012	TISS1
Ga0196617_100012102	Ga0196617_100012	TISS1
Ga0196617_100012103	Ga0196617_100012	TISS1
Ga0196617_100012104	Ga0196617_100012	TISS1
Ga0196617_100012105	Ga0196617_100012	TISS1
Ga0196617_100012106	Ga0196617_100012	TISS1
Ga0196617_100012107	Ga0196617_100012	TISS1
Ga0196617_100012108	Ga0196617_100012	TISS1
Ga0196617_100012109	Ga0196617_100012	TISS1
Ga0196617_100012110	Ga0196617_100012	TISS1
Ga0196617_100012111	Ga0196617_100012	TISS1
Ga0196617_100012112	Ga0196617_100012	TISS1
Ga0196617_100012113	Ga0196617_100012	TISS1
Ga0196617_100012114	Ga0196617_100012	TISS1
Ga0196617_100012115	Ga0196617_100012	TISS1
Ga0196617_100012116	Ga0196617_100012	TISS1
Ga0196617_100012117	Ga0196617_100012	TISS1
Ga0196617_100012118	Ga0196617_100012	TISS1
Ga0196617_100012119	Ga0196617_100012	TISS1
Ga0196617_100012120	Ga0196617_100012	TISS1
Ga0196617_100012121	Ga0196617_100012	TISS1
Ga0196617_100012122	Ga0196617_100012	TISS1
Ga0196617_100012123	Ga0196617_100012	TISS1
Ga0196617_100012124	Ga0196617_100012	TISS1
Ga0196617_100012125	Ga0196617_100012	TISS1
Ga0196617_100012126	Ga0196617_100012	TISS1
Ga0196617_100012127	Ga0196617_100012	TISS1
Ga0196617_100012128	Ga0196617_100012	TISS1
Ga0196617_100012129	Ga0196617_100012	TISS1
Ga0196617_100012130	Ga0196617_100012	TISS1
Ga0196617_100012131	Ga0196617_100012	TISS1
Ga0196617_100012132	Ga0196617_100012	TISS1
Ga0196617_100012133	Ga0196617_100012	TISS1
Ga0196617_100012134	Ga0196617_100012	TISS1
Ga0196617_100012135	Ga0196617_100012	TISS1
Ga0196617_100012136	Ga0196617_100012	TISS1
Ga0196617_100012137	Ga0196617_100012	TISS1
Ga0196617_100012138	Ga0196617_100012	TISS1
Ga0196617_100012139	Ga0196617_100012	TISS1
Ga0196617_100012140	Ga0196617_100012	TISS1
Ga0196617_100012141	Ga0196617_100012	TISS1
Ga0196617_100012142	Ga0196617_100012	TISS1
Ga0196617_100012143	Ga0196617_100012	TISS1
Ga0196617_100012144	Ga0196617_100012	TISS1
Ga0196617_100012145	Ga0196617_100012	TISS1
Ga0196617_100012146	Ga0196617_100012	TISS1
Ga0196617_100012147	Ga0196617_100012	TISS1
Ga0196617_100012148	Ga0196617_100012	TISS1
Ga0196617_100012149	Ga0196617_100012	TISS1
Ga0196617_100012150	Ga0196617_100012	TISS1
Ga0196617_100012151	Ga0196617_100012	TISS1
Ga0196617_100012152	Ga0196617_100012	TISS1
Ga0196617_100012153	Ga0196617_100012	TISS1
Ga0196617_100012154	Ga0196617_100012	TISS1
Ga0196617_100012155	Ga0196617_100012	TISS1
Ga0196617_100012156	Ga0196617_100012	TISS1
Ga0196617_100012157	Ga0196617_100012	TISS1
Ga0196617_100012158	Ga0196617_100012	TISS1
Ga0196617_100012159	Ga0196617_100012	TISS1
Ga0196617_100012160	Ga0196617_100012	TISS1
Ga0196617_100012161	Ga0196617_100012	TISS1
Ga0196617_100012162	Ga0196617_100012	TISS1
Ga0196617_100012163	Ga0196617_100012	TISS1
Ga0196617_100012164	Ga0196617_100012	TISS1
Ga0196617_100012165	Ga0196617_100012	TISS1
Ga0196617_100012166	Ga0196617_100012	TISS1
Ga0196617_100012167	Ga0196617_100012	TISS1
Ga0196617_100012168	Ga0196617_100012	TISS1
Ga0196617_100012169	Ga0196617_100012	TISS1
Ga0196617_100012170	Ga0196617_100012	TISS1
Ga0196617_100012171	Ga0196617_100012	TISS1
Ga0196617_100012172	Ga0196617_100012	TISS1
Ga0196617_100012173	Ga0196617_100012	TISS1
Ga0196617_100012174	Ga0196617_100012	TISS1
Ga0196617_100012175	Ga0196617_100012	TISS1
Ga0196617_100012176	Ga0196617_100012	TISS1
Ga0196617_100012177	Ga0196617_100012	TISS1
Ga0196617_100012178	Ga0196617_100012	TISS1
Ga0196617_100012179	Ga0196617_100012	TISS1
Ga0196617_100012180	Ga0196617_100012	TISS1
Ga0196617_100012181	Ga0196617_100012	TISS1
Ga0196617_100012182	Ga0196617_100012	TISS1
Ga0196617_100012183	Ga0196617_100012	TISS1
Ga0196617_100012184	Ga0196617_100012	TISS1
Ga0196617_100012185	Ga0196617_100012	TISS1
Ga0196617_100012186	Ga0196617_100012	TISS1
Ga0196617_100012187	Ga0196617_100012	TISS1
Ga0196617_100012188	Ga0196617_100012	TISS1
Ga0196617_100012189	Ga0196617_100012	TISS1
Ga0196617_100012190	Ga0196617_100012	TISS1
Ga0196617_100012191	Ga0196617_100012	TISS1
Ga0196617_100012192	Ga0196617_100012	TISS1
Ga0196617_100012193	Ga0196617_100012	TISS1
Ga0196617_100012194	Ga0196617_100012	TISS1
Ga0196617_100012195	Ga0196617_100012	TISS1
Ga0196617_100012196	Ga0196617_100012	TISS1
Ga0196617_100012197	Ga0196617_100012	TISS1
Ga0196617_100012198	Ga0196617_100012	TISS1
Ga0196617_100012199	Ga0196617_100012	TISS1
Ga0196617_100012200	Ga0196617_100012	TISS1
Ga0196617_100012201	Ga0196617_100012	TISS1
Ga0196617_100012202	Ga0196617_100012	TISS1
Ga0196617_100012203	Ga0196617_100012	TISS1
Ga0196617_100012204	Ga0196617_100012	TISS1
Ga0196617_100012205	Ga0196617_100012	TISS1
Ga0196617_100012206	Ga0196617_100012	TISS1
Ga0196617_1000131	Ga0196617_100013	TISS1
Ga0196617_1000132	Ga0196617_100013	TISS1
Ga0196617_1000133	Ga0196617_100013	TISS1
Ga0196617_1000134	Ga0196617_100013	TISS1
Ga0196617_1000135	Ga0196617_100013	TISS1
Ga0196617_1000136	Ga0196617_100013	TISS1
Ga0196617_1000137	Ga0196617_100013	TISS1
Ga0196617_1000138	Ga0196617_100013	TISS1
Ga0196617_1000139	Ga0196617_100013	TISS1
Ga0196617_10001310	Ga0196617_100013	TISS1
Ga0196617_10001311	Ga0196617_100013	TISS1
Ga0196617_10001312	Ga0196617_100013	TISS1
Ga0196617_10001313	Ga0196617_100013	TISS1
Ga0196617_10001314	Ga0196617_100013	TISS1
Ga0196617_10001315	Ga0196617_100013	TISS1
Ga0196617_10001316	Ga0196617_100013	TISS1
Ga0196617_10001317	Ga0196617_100013	TISS1
Ga0196617_10001318	Ga0196617_100013	TISS1
Ga0196617_10001319	Ga0196617_100013	TISS1
Ga0196617_10001320	Ga0196617_100013	TISS1
Ga0196617_10001321	Ga0196617_100013	TISS1
Ga0196617_10001322	Ga0196617_100013	TISS1
Ga0196617_10001323	Ga0196617_100013	TISS1
Ga0196617_10001324	Ga0196617_100013	TISS1
Ga0196617_10001325	Ga0196617_100013	TISS1
Ga0196617_10001326	Ga0196617_100013	TISS1
Ga0196617_10001327	Ga0196617_100013	TISS1
Ga0196617_10001328	Ga0196617_100013	TISS1
Ga0196617_10001329	Ga0196617_100013	TISS1
Ga0196617_10001330	Ga0196617_100013	TISS1
Ga0196617_10001331	Ga0196617_100013	TISS1
Ga0196617_10001332	Ga0196617_100013	TISS1
Ga0196617_10001333	Ga0196617_100013	TISS1
Ga0196617_10001334	Ga0196617_100013	TISS1
Ga0196617_10001335	Ga0196617_100013	TISS1
Ga0196617_10001336	Ga0196617_100013	TISS1
Ga0196617_10001337	Ga0196617_100013	TISS1
Ga0196617_10001338	Ga0196617_100013	TISS1
Ga0196617_10001339	Ga0196617_100013	TISS1
Ga0196617_10001340	Ga0196617_100013	TISS1
Ga0196617_10001341	Ga0196617_100013	TISS1
Ga0196617_10001342	Ga0196617_100013	TISS1
Ga0196617_10001343	Ga0196617_100013	TISS1
